Date,Daily_Closing,Weekly_average,Monthly_average,Weekly_var,Monthly_var
2018-07-31,264.1,261.91,269.13,230.36,230.36
2018-08-01,265.05,262.81,267.77,183.18,183.18
2018-08-02,260.85,263.11,266.24,129.33,129.33
2018-08-03,258.45,263.19,264.59,68.45,68.45
2018-08-06,254.05,262.59,263.41,49.61,49.61
2018-08-07,251.6,260.23,262.57,47.45,47.45
2018-08-08,255.15,258.46,262.04,46.57,46.57
2018-08-09,257.85,257.57,261.85,47.08,47.08
2018-08-10,250.1,255.44,261.21,49.51,49.51
2018-08-13,248.7,253.7,260.61,53.49,53.49
2018-08-14,248.8,252.32,259.92,55.12,55.12
2018-08-16,251.3,251.93,259.4,55.65,55.65
2018-08-17,258.25,252.88,259.29,55.52,55.52
2018-08-20,270.1,255.01,259.26,54.94,54.94
2018-08-21,268.8,256.58,259.11,51.06,51.06
2018-08-23,256.9,257.55,258.49,41.63,41.63
2018-08-24,255.5,258.52,258.08,38.77,38.77
2018-08-27,258.8,259.95,257.84,36.51,36.51
2018-08-28,260.0,261.19,257.72,35.51,35.51
2018-08-29,261.7,261.69,258.04,34.86,34.86
2018-08-30,259.35,260.15,258.08,34.92,34.92
2018-08-31,267.5,259.96,258.6,36.36,36.36
2018-09-03,266.6,261.35,259.07,37.05,37.05
2018-09-04,261.95,262.27,259.36,36.14,36.14
2018-09-05,266.5,263.37,259.62,37.82,37.82
2018-09-06,269.95,264.79,259.99,41.34,41.34
